tax_id	species	genus	family	order	class	phylum	superkingdom
1	Abrothallus_subhalei	Abrothallus	Abrothallaceae	Abrothallales	Dothideomycetes	Ascomycota	Fungi
2	Mucor_inaequisporus	Mucor	Mucoraceae	Mucorales	Mucoromycetes	Mucoromycota	Fungi
3	Candida_vrieseae	Candida	Saccharomycetales_fam_Incertae_sedis	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi
4	Exophiala_lecanii-corni	Exophiala	Herpotrichiellaceae	Chaetothyriales	Eurotiomycetes	Ascomycota	Fungi
5	Johansonia_chapadensis	Johansonia	Johansoniaceae	Capnodiales	Dothideomycetes	Ascomycota	Fungi
6	Lasiodiplodia_venezuelensis	Lasiodiplodia	Botryosphaeriaceae	Botryosphaeriales	Dothideomycetes	Ascomycota	Fungi
7	Neofusicoccum_magniconidium	Neofusicoccum	Botryosphaeriaceae	Botryosphaeriales	Dothideomycetes	Ascomycota	Fungi
8	Neofusicoccum_mangiferae	Neofusicoccum	Botryosphaeriaceae	Botryosphaeriales	Dothideomycetes	Ascomycota	Fungi
9	Alanphillipsia_aloes	Alanphillipsia	Botryosphaeriaceae	Botryosphaeriales	Dothideomycetes	Ascomycota	Fungi
10	Scolecobasidium_lascauxense	Scolecobasidium	Sympoventuriaceae	Venturiales	Dothideomycetes	Ascomycota	Fungi
11	Neofusicladium_eucalypti	Neofusicladium	Sympoventuriaceae	Venturiales	Dothideomycetes	Ascomycota	Fungi
12	Annulohypoxylon_atroroseum	Annulohypoxylon	Hypoxylaceae	Xylariales	Sordariomycetes	Ascomycota	Fungi
13	Glypholecia_qinghaiensis	Glypholecia	Acarosporaceae	Acarosporales	Lecanoromycetes	Ascomycota	Fungi
14	Talaromyces_ucrainicus	Talaromyces	Trichocomaceae	Eurotiales	Eurotiomycetes	Ascomycota	Fungi
15	Talaromyces_rubicundus	Talaromyces	Trichocomaceae	Eurotiales	Eurotiomycetes	Ascomycota	Fungi
16	Lentaria_sp	Lentaria	Lentariaceae	Gomphales	Agaricomycetes	Basidiomycota	Fungi
17	Sesquicillium_phyllophilum	Sesquicillium	Hypocreales_fam_Incertae_sedis	Hypocreales	Sordariomycetes	Ascomycota	Fungi
18	Hypomyces_viridigriseus	Hypomyces	Hypocreaceae	Hypocreales	Sordariomycetes	Ascomycota	Fungi
19	Phaeohelotium_pallidum	Phaeohelotium	Helotiaceae	Helotiales	Leotiomycetes	Ascomycota	Fungi
20	Endosporium_populi-tremuloides	Endosporium	Endosporiaceae	Myriangiales	Dothideomycetes	Ascomycota	Fungi
21	Cenangiopsis_violascens	Cenangiopsis	Cenangiaceae	Helotiales	Leotiomycetes	Ascomycota	Fungi
22	Heterotruncatella_aspera	Heterotruncatella	Sporocadaceae	Amphisphaeriales	Sordariomycetes	Ascomycota	Fungi
23	Synnemapestaloides_juniperi	Synnemapestaloides	Sporocadaceae	Amphisphaeriales	Sordariomycetes	Ascomycota	Fungi
24	Conlarium_aquaticum	Conlarium	Conlariaceae	Atractosporales	Sordariomycetes	Ascomycota	Fungi
25	Clavaria_apulica	Clavaria	Clavariaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
26	Phaeosphaeria_ampeli	Phaeosphaeria	Phaeosphaeriaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi
27	Pseudocoleophoma_polygonicola	Pseudocoleophoma	Dictyosporiaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi
28	Mortierella_armillariicola	Mortierella	Mortierellaceae	Mortierellales	Mortierellomycetes	Mortierellomycota	Fungi
29	Mortierella_formosana	Mortierella	Mortierellaceae	Mortierellales	Mortierellomycetes	Mortierellomycota	Fungi
30	Fonsecaea_monophora	Fonsecaea	Herpotrichiellaceae	Chaetothyriales	Eurotiomycetes	Ascomycota	Fungi
31	Curvichaeta_curvispora	Curvichaeta	Chaetosphaeriaceae	Chaetosphaeriales	Sordariomycetes	Ascomycota	Fungi
32	Leptographium_neomexicanum	Leptographium	Ophiostomataceae	Ophiostomatales	Sordariomycetes	Ascomycota	Fungi
33	Erysiphe_diffusa	Erysiphe	Erysiphaceae	Helotiales	Leotiomycetes	Ascomycota	Fungi
34	Gaeumannomyces_avenae	Gaeumannomyces	Magnaporthaceae	Magnaporthales	Sordariomycetes	Ascomycota	Fungi
35	Helvella_guttata	Helvella	Helvellaceae	Pezizales	Pezizomycetes	Ascomycota	Fungi
36	Fungi_sp	Fungi_gen_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_phy_Incertae_sedis	Fungi
37	Saturnispora_ahearnii	Saturnispora	Pichiaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi
38	Candida_rishiriensis	Candida	Saccharomycetales_fam_Incertae_sedis	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi
39	Tricholoma_sejunctum	Tricholoma	Tricholomataceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
40	Skeletocutis_semipileata	Skeletocutis	Incrustoporiaceae	Polyporales	Agaricomycetes	Basidiomycota	Fungi
41	Chaetothyriales_sp	Chaetothyriales_gen_Incertae_sedis	Chaetothyriales_fam_Incertae_sedis	Chaetothyriales	Eurotiomycetes	Ascomycota	Fungi
42	Fusarium_buharicum	Fusarium	Nectriaceae	Hypocreales	Sordariomycetes	Ascomycota	Fungi
43	Tetraploa_dashaoensis	Tetraploa	Tetraplosphaeriaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi
44	Bulbithecium_truncatum	Bulbithecium	Hypocreales_fam_Incertae_sedis	Hypocreales	Sordariomycetes	Ascomycota	Fungi
45	Glomus_sp	Glomus	Glomeraceae	Glomerales	Glomeromycetes	Glomeromycota	Fungi
46	Glomus_tetrastratosum	Glomus	Glomeraceae	Glomerales	Glomeromycetes	Glomeromycota	Fungi
47	Metschnikowia_viticola	Metschnikowia	Metschnikowiaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi
48	Tympanidaceae_sp	Tympanidaceae_gen_Incertae_sedis	Tympanidaceae	Leotiales	Leotiomycetes	Ascomycota	Fungi
49	Trichoglossum_sp	Trichoglossum	Geoglossaceae	Geoglossales	Geoglossomycetes	Ascomycota	Fungi
50	Grigorovia_transvaalensis	Grigorovia	Saccharomycetaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi
51	Lasiosphaeriaceae_sp	Lasiosphaeriaceae_gen_Incertae_sedis	Lasiosphaeriaceae	Sordariales	Sordariomycetes	Ascomycota	Fungi
52	Arnium_sp	Arnium	Lasiosphaeriaceae	Sordariales	Sordariomycetes	Ascomycota	Fungi
53	Ascomycota_sp	Ascomycota_gen_Incertae_sedis	Ascomycota_fam_Incertae_sedis	Ascomycota_ord_Incertae_sedis	Ascomycota_cls_Incertae_sedis	Ascomycota	Fungi
54	Lachnum_singerianum	Lachnum	Lachnaceae	Helotiales	Leotiomycetes	Ascomycota	Fungi
55	Psathyrella_flexispora	Psathyrella	Psathyrellaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
56	Kazachstania_exigua	Kazachstania	Saccharomycetaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi
57	Conocybe_hydrophila	Conocybe	Bolbitiaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
58	Fusarium_sp	Fusarium	Nectriaceae	Hypocreales	Sordariomycetes	Ascomycota	Fungi
59	Hypocreales_sp	Hypocreales_gen_Incertae_sedis	Hypocreales_fam_Incertae_sedis	Hypocreales	Sordariomycetes	Ascomycota	Fungi
60	Cordyceps_javanica	Cordyceps	Cordycipitaceae	Hypocreales	Sordariomycetes	Ascomycota	Fungi
61	Glomeromycota_sp	Glomeromycota_gen_Incertae_sedis	Glomeromycota_fam_Incertae_sedis	Glomeromycota_ord_Incertae_sedis	Glomeromycota_cls_Incertae_sedis	Glomeromycota	Fungi
62	Cristinia_sp	Cristinia	Stephanosporaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
63	Minutisphaera_sp	Minutisphaera	Minutisphaeraceae	Minutisphaerales	Dothideomycetes	Ascomycota	Fungi
64	Pyrenochaeta_sp	Pyrenochaeta	Cucurbitariaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi
65	Cordycipitaceae_sp	Cordycipitaceae_gen_Incertae_sedis	Cordycipitaceae	Hypocreales	Sordariomycetes	Ascomycota	Fungi
66	Phaeosphaeriaceae_sp	Phaeosphaeriaceae_gen_Incertae_sedis	Phaeosphaeriaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi
67	Rhizophydiaceae_sp	Rhizophydiaceae_gen_Incertae_sedis	Rhizophydiaceae	Rhizophydiales	Rhizophydiomycetes	Chytridiomycota	Fungi
68	Paraloratospora_gahniae	Paraloratospora	Phaeosphaeriaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi
69	Phaeosphaeria_sp	Phaeosphaeria	Phaeosphaeriaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi
70	Trichodelitschia_bisporula	Trichodelitschia	Phaeotrichaceae	Phaeotrichales	Dothideomycetes	Ascomycota	Fungi
71	Ophiobolus_artemisiicola	Ophiobolus	Phaeosphaeriaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi
72	Neoophiobolus_chromolaenae	Neoophiobolus	Phaeosphaeriaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi
73	Phaeosphaeria_tofieldiae	Phaeosphaeria	Phaeosphaeriaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi
74	Mortierella_sp	Mortierella	Mortierellaceae	Mortierellales	Mortierellomycetes	Mortierellomycota	Fungi
75	Leotiomycetes_sp	Leotiomycetes_gen_Incertae_sedis	Leotiomycetes_fam_Incertae_sedis	Leotiomycetes_ord_Incertae_sedis	Leotiomycetes	Ascomycota	Fungi
76	Sordariomycetes_sp	Sordariomycetes_gen_Incertae_sedis	Sordariomycetes_fam_Incertae_sedis	Sordariomycetes_ord_Incertae_sedis	Sordariomycetes	Ascomycota	Fungi
77	Sarocladiaceae_sp	Sarocladiaceae_gen_Incertae_sedis	Sarocladiaceae	Hypocreales	Sordariomycetes	Ascomycota	Fungi
78	Bionectriaceae_sp	Bionectriaceae_gen_Incertae_sedis	Bionectriaceae	Hypocreales	Sordariomycetes	Ascomycota	Fungi
79	Cosmospora_viridescens	Cosmospora	Nectriaceae	Hypocreales	Sordariomycetes	Ascomycota	Fungi
80	Rozellomycota_sp	Rozellomycota_gen_Incertae_sedis	Rozellomycota_fam_Incertae_sedis	Rozellomycota_ord_Incertae_sedis	Rozellomycota_cls_Incertae_sedis	Rozellomycota	Fungi
81	Ceratocystis_colombiana	Ceratocystis	Ceratocystidaceae	Microascales	Sordariomycetes	Ascomycota	Fungi
82	Helotiales_sp	Helotiales_gen_Incertae_sedis	Helotiales_fam_Incertae_sedis	Helotiales	Leotiomycetes	Ascomycota	Fungi
83	Discinellaceae_sp	Discinellaceae_gen_Incertae_sedis	Discinellaceae	Helotiales	Leotiomycetes	Ascomycota	Fungi
84	Pleosporales_sp	Pleosporales_gen_Incertae_sedis	Pleosporales_fam_Incertae_sedis	Pleosporales	Dothideomycetes	Ascomycota	Fungi
85	Helicosporium_sp	Helicosporium	Tubeufiaceae	Tubeufiales	Dothideomycetes	Ascomycota	Fungi
86	Didymellaceae_sp	Didymellaceae_gen_Incertae_sedis	Didymellaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi
87	Helicosporium_gracile	Helicosporium	Tubeufiaceae	Tubeufiales	Dothideomycetes	Ascomycota	Fungi
88	Tubeufiaceae_sp	Tubeufiaceae_gen_Incertae_sedis	Tubeufiaceae	Tubeufiales	Dothideomycetes	Ascomycota	Fungi
89	Leotia_sp	Leotia	Leotiaceae	Leotiales	Leotiomycetes	Ascomycota	Fungi
90	Glomeraceae_sp	Glomeraceae_gen_Incertae_sedis	Glomeraceae	Glomerales	Glomeromycetes	Glomeromycota	Fungi
91	Scolecobasidium_sp	Scolecobasidium	Sympoventuriaceae	Venturiales	Dothideomycetes	Ascomycota	Fungi
92	Venturiales_sp	Venturiales_gen_Incertae_sedis	Venturiales_fam_Incertae_sedis	Venturiales	Dothideomycetes	Ascomycota	Fungi
93	Ustilago_echinata	Ustilago	Ustilaginaceae	Ustilaginales	Ustilaginomycetes	Basidiomycota	Fungi
94	Inocybe_pseudorubens	Inocybe	Inocybaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
95	Renatobasidium_sp	Renatobasidium	Auriculariales_fam_Incertae_sedis	Auriculariales	Agaricomycetes	Basidiomycota	Fungi
96	Spizellomycetales_sp	Spizellomycetales_gen_Incertae_sedis	Spizellomycetales_fam_Incertae_sedis	Spizellomycetales	Spizellomycetes	Chytridiomycota	Fungi
97	Podosporaceae_sp	Podosporaceae_gen_Incertae_sedis	Podosporaceae	Sordariales	Sordariomycetes	Ascomycota	Fungi
98	Xylariaceae_sp	Xylariaceae_gen_Incertae_sedis	Xylariaceae	Xylariales	Sordariomycetes	Ascomycota	Fungi
99	Zoopagales_sp	Zoopagales_gen_Incertae_sedis	Zoopagales_fam_Incertae_sedis	Zoopagales	Zoopagomycetes	Zoopagomycota	Fungi
100	Stachybotryaceae_sp	Stachybotryaceae_gen_Incertae_sedis	Stachybotryaceae	Hypocreales	Sordariomycetes	Ascomycota	Fungi
101	Xenodactylariaceae_sp	Xenodactylariaceae_gen_Incertae_sedis	Xenodactylariaceae	Myrmecridiales	Sordariomycetes	Ascomycota	Fungi
102	Chaetopsina_sp	Chaetopsina	Nectriaceae	Hypocreales	Sordariomycetes	Ascomycota	Fungi
103	Sphaerostilbella_broomeana	Sphaerostilbella	Hypocreaceae	Hypocreales	Sordariomycetes	Ascomycota	Fungi
104	Lulworthiaceae_sp	Lulworthiaceae_gen_Incertae_sedis	Lulworthiaceae	Lulworthiales	Sordariomycetes	Ascomycota	Fungi
105	Tulasnella_helicospora	Tulasnella	Tulasnellaceae	Cantharellales	Agaricomycetes	Basidiomycota	Fungi
106	Tuber_sp	Tuber	Tuberaceae	Pezizales	Pezizomycetes	Ascomycota	Fungi
107	Tuber_umbilicatum	Tuber	Tuberaceae	Pezizales	Pezizomycetes	Ascomycota	Fungi
108	Gloniaceae_sp	Gloniaceae_gen_Incertae_sedis	Gloniaceae	Gloniales	Dothideomycetes	Ascomycota	Fungi
109	Calocybe_cyanella	Calocybe	Lyophyllaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
110	Clavariaceae_sp	Clavariaceae_gen_Incertae_sedis	Clavariaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
111	Phialemonium_atrogriseum	Phialemonium	Cephalothecaceae	Cephalothecales	Sordariomycetes	Ascomycota	Fungi
112	Marasmius_sp	Marasmius	Marasmiaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
113	Marasmius_sanguirotalis	Marasmius	Marasmiaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
114	Mycena_sp	Mycena	Mycenaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
115	Hyalorbilia_sp	Hyalorbilia	Orbiliaceae	Orbiliales	Orbiliomycetes	Ascomycota	Fungi
116	Cudoniaceae_sp	Cudoniaceae_gen_Incertae_sedis	Cudoniaceae	Rhytismatales	Leotiomycetes	Ascomycota	Fungi
117	Xenasma_sp	Xenasma	Xenasmataceae	Russulales	Agaricomycetes	Basidiomycota	Fungi
118	Xenasmataceae_sp	Xenasmataceae_gen_Incertae_sedis	Xenasmataceae	Russulales	Agaricomycetes	Basidiomycota	Fungi
119	Pseudolachnella_yakushimensis	Pseudolachnella	Chaetosphaeriaceae	Chaetosphaeriales	Sordariomycetes	Ascomycota	Fungi
120	Ramaria_ossolana	Ramaria	Gomphaceae	Gomphales	Agaricomycetes	Basidiomycota	Fungi
121	Sesquicillium_symmetricum	Sesquicillium	Hypocreales_fam_Incertae_sedis	Hypocreales	Sordariomycetes	Ascomycota	Fungi
122	Xerocomellus_sp	Xerocomellus	Boletaceae	Boletales	Agaricomycetes	Basidiomycota	Fungi
123	Hyaloscyphaceae_sp	Hyaloscyphaceae_gen_Incertae_sedis	Hyaloscyphaceae	Helotiales	Leotiomycetes	Ascomycota	Fungi
124	Zoopagomycota_sp	Zoopagomycota_gen_Incertae_sedis	Zoopagomycota_fam_Incertae_sedis	Zoopagomycota_ord_Incertae_sedis	Zoopagomycota_cls_Incertae_sedis	Zoopagomycota	Fungi
125	Inosperma_changbaiense	Inosperma	Inocybaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
126	Orbiliaceae_sp	Orbiliaceae_gen_Incertae_sedis	Orbiliaceae	Orbiliales	Orbiliomycetes	Ascomycota	Fungi
127	Arthrobotrys_paucus	Arthrobotrys	Orbiliaceae	Orbiliales	Orbiliomycetes	Ascomycota	Fungi
128	Nakazawaea_sp	Nakazawaea	Saccharomycetales_fam_Incertae_sedis	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi
129	Zoopagomycetes_sp	Zoopagomycetes_gen_Incertae_sedis	Zoopagomycetes_fam_Incertae_sedis	Zoopagomycetes_ord_Incertae_sedis	Zoopagomycetes	Zoopagomycota	Fungi
130	Hyphoderma_sp	Hyphoderma	Hyphodermataceae	Polyporales	Agaricomycetes	Basidiomycota	Fungi
131	Hypocreaceae_sp	Hypocreaceae_gen_Incertae_sedis	Hypocreaceae	Hypocreales	Sordariomycetes	Ascomycota	Fungi
132	Strigula_sinoconcreta	Strigula	Strigulaceae	Strigulales	Dothideomycetes	Ascomycota	Fungi
133	Pulvinula_sp	Pulvinula	Pulvinulaceae	Pezizales	Pezizomycetes	Ascomycota	Fungi
134	Pezizales_sp	Pezizales_gen_Incertae_sedis	Pezizales_fam_Incertae_sedis	Pezizales	Pezizomycetes	Ascomycota	Fungi
135	Verticillium_biguttatum	Verticillium	Plectosphaerellaceae	Glomerellales	Sordariomycetes	Ascomycota	Fungi
136	Hysterangium_sp	Hysterangium	Hysterangiaceae	Hysterangiales	Agaricomycetes	Basidiomycota	Fungi
137	Dufourea_capensis	Dufourea	Teloschistaceae	Teloschistales	Lecanoromycetes	Ascomycota	Fungi
138	Peltigeraceae_sp	Peltigeraceae_gen_Incertae_sedis	Peltigeraceae	Peltigerales	Lecanoromycetes	Ascomycota	Fungi
139	Inocybe_sp	Inocybe	Inocybaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
140	Tricholoma_saponaceum	Tricholoma	Tricholomataceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
141	Metschnikowia_kunwiensis	Metschnikowia	Metschnikowiaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi
142	Inocybe_fuscidula	Inocybe	Inocybaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
143	Pseudotomentella_sp	Pseudotomentella	Thelephoraceae	Thelephorales	Agaricomycetes	Basidiomycota	Fungi
144	Querciphoma_sp	Querciphoma	Leptosphaeriaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi
145	Funneliformis_mosseae	Funneliformis	Glomeraceae	Glomerales	Glomeromycetes	Glomeromycota	Fungi
146	Funneliformis_sp	Funneliformis	Glomeraceae	Glomerales	Glomeromycetes	Glomeromycota	Fungi
147	Microascales_sp	Microascales_gen_Incertae_sedis	Microascales_fam_Incertae_sedis	Microascales	Sordariomycetes	Ascomycota	Fungi
148	Elaphomyces_leucosporus	Elaphomyces	Elaphomycetaceae	Eurotiales	Eurotiomycetes	Ascomycota	Fungi
149	Trichophyton_verrucosum	Trichophyton	Arthrodermataceae	Onygenales	Eurotiomycetes	Ascomycota	Fungi
150	Arachnomyces_sp	Arachnomyces	Arachnomycetaceae	Arachnomycetales	Eurotiomycetes	Ascomycota	Fungi
151	Coprotus_sp	Coprotus	Pezizales_fam_Incertae_sedis	Pezizales	Pezizomycetes	Ascomycota	Fungi
152	Diaporthe_eres	Diaporthe	Diaporthaceae	Diaporthales	Sordariomycetes	Ascomycota	Fungi
153	Valsa_diatrypoides	Valsa	Valsaceae	Diaporthales	Sordariomycetes	Ascomycota	Fungi
154	Muyocopronaceae_sp	Muyocopronaceae_gen_Incertae_sedis	Muyocopronaceae	Muyocopronales	Dothideomycetes	Ascomycota	Fungi
155	Phaeocytostroma_ambiguum	Phaeocytostroma	Diaporthaceae	Diaporthales	Sordariomycetes	Ascomycota	Fungi
156	Elsinoe_genipae-americanae	Elsinoe	Elsinoaceae	Myriangiales	Dothideomycetes	Ascomycota	Fungi
157	Peltigera_alkalicola	Peltigera	Peltigeraceae	Peltigerales	Lecanoromycetes	Ascomycota	Fungi
158	Elsinoaceae_sp	Elsinoaceae_gen_Incertae_sedis	Elsinoaceae	Myriangiales	Dothideomycetes	Ascomycota	Fungi
159	Russula_sp	Russula	Russulaceae	Russulales	Agaricomycetes	Basidiomycota	Fungi
160	Mortierellaceae_sp	Mortierellaceae_gen_Incertae_sedis	Mortierellaceae	Mortierellales	Mortierellomycetes	Mortierellomycota	Fungi
161	Podospora_sp	Podospora	Podosporaceae	Sordariales	Sordariomycetes	Ascomycota	Fungi
162	Agaricus_sp	Agaricus	Agaricaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
163	Agaricus_pseudopallens	Agaricus	Agaricaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
164	Agaricus_subrutilescens	Agaricus	Agaricaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
165	Agaricus_lanipes	Agaricus	Agaricaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
166	Agaricus_brunneopileatus	Agaricus	Agaricaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
167	Dothideomycetes_sp	Dothideomycetes_gen_Incertae_sedis	Dothideomycetes_fam_Incertae_sedis	Dothideomycetes_ord_Incertae_sedis	Dothideomycetes	Ascomycota	Fungi
168	Deconica_bayliasiana	Deconica	Strophariaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
169	Deconica_sp	Deconica	Strophariaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
170	Onygenales_sp	Onygenales_gen_Incertae_sedis	Onygenales_fam_Incertae_sedis	Onygenales	Eurotiomycetes	Ascomycota	Fungi
171	Agaricales_sp	Agaricales_gen_Incertae_sedis	Agaricales_fam_Incertae_sedis	Agaricales	Agaricomycetes	Basidiomycota	Fungi
172	Deconica_vorax	Deconica	Strophariaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
173	Hydnobolites_sp	Hydnobolites	Pezizaceae	Pezizales	Pezizomycetes	Ascomycota	Fungi
174	Stomiopeltis_sp	Stomiopeltis	Capnodiales_fam_Incertae_sedis	Capnodiales	Dothideomycetes	Ascomycota	Fungi
175	Entoloma_sp	Entoloma	Entolomataceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
176	Pluteus_sp	Pluteus	Pluteaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
177	Fomitopsidaceae_sp	Fomitopsidaceae_gen_Incertae_sedis	Fomitopsidaceae	Polyporales	Agaricomycetes	Basidiomycota	Fungi
178	Rhizophydiales_sp	Rhizophydiales_gen_Incertae_sedis	Rhizophydiales_fam_Incertae_sedis	Rhizophydiales	Rhizophydiomycetes	Chytridiomycota	Fungi
179	Cistella_sp	Cistella	Helotiales_fam_Incertae_sedis	Helotiales	Leotiomycetes	Ascomycota	Fungi
180	Tetracladium_sp	Tetracladium	Helotiales_fam_Incertae_sedis	Helotiales	Leotiomycetes	Ascomycota	Fungi
181	Hyaloscypha_sp	Hyaloscypha	Hyaloscyphaceae	Helotiales	Leotiomycetes	Ascomycota	Fungi
182	Eucalyptostroma_sp	Eucalyptostroma	Chaetosphaeriaceae	Chaetosphaeriales	Sordariomycetes	Ascomycota	Fungi
183	Mortierella_paraensis	Mortierella	Mortierellaceae	Mortierellales	Mortierellomycetes	Mortierellomycota	Fungi
184	Pleurotheciella_sp	Pleurotheciella	Pleurotheciaceae	Pleurotheciales	Sordariomycetes	Ascomycota	Fungi
185	Pleosporaceae_sp	Pleosporaceae_gen_Incertae_sedis	Pleosporaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi
186	Wilcoxina_mikolae	Wilcoxina	Pyronemataceae	Pezizales	Pezizomycetes	Ascomycota	Fungi
187	Endocarpon_crystallinum	Endocarpon	Verrucariaceae	Verrucariales	Eurotiomycetes	Ascomycota	Fungi
188	Serendipita_sp	Serendipita	Serendipitaceae	Sebacinales	Agaricomycetes	Basidiomycota	Fungi
189	Sebacinales_sp	Sebacinales_gen_Incertae_sedis	Sebacinales_fam_Incertae_sedis	Sebacinales	Agaricomycetes	Basidiomycota	Fungi
190	GS01_phy_Incertae_sedis_sp	GS01_phy_Incertae_sedis_gen_Incertae_sedis	GS01_phy_Incertae_sedis_fam_Incertae_sedis	GS01_phy_Incertae_sedis_ord_Incertae_sedis	GS01_phy_Incertae_sedis_cls_Incertae_sedis	GS01_phy_Incertae_sedis	Fungi
191	Nectriaceae_sp	Nectriaceae_gen_Incertae_sedis	Nectriaceae	Hypocreales	Sordariomycetes	Ascomycota	Fungi
192	Gongronella_sp	Gongronella	Cunninghamellaceae	Mucorales	Mucoromycetes	Mucoromycota	Fungi
193	Idriella_sp	Idriella	Microdochiaceae	Xylariales	Sordariomycetes	Ascomycota	Fungi
194	Cosmospora_sp	Cosmospora	Nectriaceae	Hypocreales	Sordariomycetes	Ascomycota	Fungi
195	GS03_sp	GS03_gen_Incertae_sedis	GS03_fam_Incertae_sedis	GS03	Rozellomycotina_cls_Incertae_sedis	Rozellomycota	Fungi
196	GS09_sp	GS09_gen_Incertae_sedis	GS09_fam_Incertae_sedis	GS09	Rozellomycotina_cls_Incertae_sedis	Rozellomycota	Fungi
197	Macroconia_bulbipes	Macroconia	Nectriaceae	Hypocreales	Sordariomycetes	Ascomycota	Fungi
198	Clavaria_sp	Clavaria	Clavariaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
199	Togniniales_sp	Togniniales_gen_Incertae_sedis	Togniniales_fam_Incertae_sedis	Togniniales	Sordariomycetes	Ascomycota	Fungi
200	Herpotrichiellaceae_sp	Herpotrichiellaceae_gen_Incertae_sedis	Herpotrichiellaceae	Chaetothyriales	Eurotiomycetes	Ascomycota	Fungi
201	Hydnodontaceae_sp	Hydnodontaceae_gen_Incertae_sedis	Hydnodontaceae	Trechisporales	Agaricomycetes	Basidiomycota	Fungi
202	Minutisphaera_fimbriatispora	Minutisphaera	Minutisphaeraceae	Minutisphaerales	Dothideomycetes	Ascomycota	Fungi
203	Phomatodes_sp	Phomatodes	Didymellaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi
204	Polyplosphaeria_fusca	Polyplosphaeria	Tetraplosphaeriaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi
205	Conocybe_fuscimarginata	Conocybe	Bolbitiaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
206	Coniothyrina_agaves	Coniothyrina	Ascomycota_fam_Incertae_sedis	Ascomycota_ord_Incertae_sedis	Ascomycota_cls_Incertae_sedis	Ascomycota	Fungi
207	Testudinaceae_sp	Testudinaceae_gen_Incertae_sedis	Testudinaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi
208	Polyporus_umbellatus	Polyporus	Polyporaceae	Polyporales	Agaricomycetes	Basidiomycota	Fungi
209	Verrucariales_sp	Verrucariales_gen_Incertae_sedis	Verrucariales_fam_Incertae_sedis	Verrucariales	Eurotiomycetes	Ascomycota	Fungi
210	Pseudosigmoidea_sp	Pseudosigmoidea	Sympoventuriaceae	Venturiales	Dothideomycetes	Ascomycota	Fungi
211	Geoglossaceae_sp	Geoglossaceae_gen_Incertae_sedis	Geoglossaceae	Geoglossales	Geoglossomycetes	Ascomycota	Fungi
