tax_id	species	genus	family	order	class	phylum	superkingdom
712	Helvella_fibrosa	Helvella	Helvellaceae	Pezizales	Pezizomycetes	Ascomycota	Fungi
713	Helvella_sp	Helvella	Helvellaceae	Pezizales	Pezizomycetes	Ascomycota	Fungi
714	Rosellinia_sp	Rosellinia	Xylariaceae	Xylariales	Sordariomycetes	Ascomycota	Fungi
715	Sebacina_sp	Sebacina	Sebacinaceae	Sebacinales	Agaricomycetes	Basidiomycota	Fungi
716	Leptomassaria_simplex	Leptomassaria	Xylariales_fam_Incertae_sedis	Xylariales	Sordariomycetes	Ascomycota	Fungi
717	Aspicilia_sp	Aspicilia	Megasporaceae	Pertusariales	Lecanoromycetes	Ascomycota	Fungi
718	Placidium_pilosellum	Placidium	Verrucariaceae	Verrucariales	Eurotiomycetes	Ascomycota	Fungi
719	Cadophora_sp	Cadophora	Ploettnerulaceae	Helotiales	Leotiomycetes	Ascomycota	Fungi
720	Xylaria_acuta	Xylaria	Xylariaceae	Xylariales	Sordariomycetes	Ascomycota	Fungi
721	Hypoxylon_larissae	Hypoxylon	Hypoxylaceae	Xylariales	Sordariomycetes	Ascomycota	Fungi
722	Rhinocladiella_aquaspersa	Rhinocladiella	Herpotrichiellaceae	Chaetothyriales	Eurotiomycetes	Ascomycota	Fungi
723	Pestalotiopsis_eleutherococci	Pestalotiopsis	Sporocadaceae	Amphisphaeriales	Sordariomycetes	Ascomycota	Fungi
724	Glutinomyces_sp	Glutinomyces	Hyaloscyphaceae	Helotiales	Leotiomycetes	Ascomycota	Fungi
725	Dichotomocladium_robustum	Dichotomocladium	Lichtheimiaceae	Mucorales	Mucoromycetes	Mucoromycota	Fungi
726	Beltrania_querna	Beltrania	Beltraniaceae	Amphisphaeriales	Sordariomycetes	Ascomycota	Fungi
727	Subulispora_sp	Subulispora	Xylariales_fam_Incertae_sedis	Xylariales	Sordariomycetes	Ascomycota	Fungi
728	Geotrichum_sp	Geotrichum	Dipodascaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi
729	Dothideaceae_sp	Dothideaceae_gen_Incertae_sedis	Dothideaceae	Dothideales	Dothideomycetes	Ascomycota	Fungi
730	Anungitea_sp	Anungitea	Xylariales_fam_Incertae_sedis	Xylariales	Sordariomycetes	Ascomycota	Fungi
731	Thozetella_sp	Thozetella	Chaetosphaeriaceae	Chaetosphaeriales	Sordariomycetes	Ascomycota	Fungi
732	Hypomontagnella_monticulosa	Hypomontagnella	Hypoxylaceae	Xylariales	Sordariomycetes	Ascomycota	Fungi
733	Pestalotiopsis_sp	Pestalotiopsis	Sporocadaceae	Amphisphaeriales	Sordariomycetes	Ascomycota	Fungi
734	Hydnoplicata_convoluta	Hydnoplicata	Pezizaceae	Pezizales	Pezizomycetes	Ascomycota	Fungi
735	Wickerhamomyces_mucosus	Wickerhamomyces	Phaffomycetaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi
736	Dinemasporium_sp	Dinemasporium	Chaetosphaeriaceae	Chaetosphaeriales	Sordariomycetes	Ascomycota	Fungi
737	Clitopilus_sp	Clitopilus	Entolomataceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
738	Trichopezizella_otanii	Trichopezizella	Lachnaceae	Helotiales	Leotiomycetes	Ascomycota	Fungi
739	Discosia_sp	Discosia	Sporocadaceae	Amphisphaeriales	Sordariomycetes	Ascomycota	Fungi
740	Scolecobasidium_sexuale	Scolecobasidium	Sympoventuriaceae	Venturiales	Dothideomycetes	Ascomycota	Fungi
741	Polyancora_globosa	Polyancora	Xylariales_fam_Incertae_sedis	Xylariales	Sordariomycetes	Ascomycota	Fungi
742	Distononappendiculata_banksiae	Distononappendiculata	Sporocadaceae	Amphisphaeriales	Sordariomycetes	Ascomycota	Fungi
743	Neoarthrinium_lithocarpicola	Neoarthrinium	Apiosporaceae	Amphisphaeriales	Sordariomycetes	Ascomycota	Fungi
744	Monochaetia_dimorphospora	Monochaetia	Sporocadaceae	Amphisphaeriales	Sordariomycetes	Ascomycota	Fungi
745	Inocybe_muricellata	Inocybe	Inocybaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
746	Microdochium_sp	Microdochium	Microdochiaceae	Xylariales	Sordariomycetes	Ascomycota	Fungi
747	Stictis_sp	Stictis	Stictidaceae	Ostropales	Lecanoromycetes	Ascomycota	Fungi
748	Leucophleps_spinispora	Leucophleps	Albatrellaceae	Russulales	Agaricomycetes	Basidiomycota	Fungi
749	Lachnellula_abietis	Lachnellula	Lachnaceae	Helotiales	Leotiomycetes	Ascomycota	Fungi
750	Wickerhamomyces_anomalus	Wickerhamomyces	Phaffomycetaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi
751	Sarcostroma_sp	Sarcostroma	Sporocadaceae	Amphisphaeriales	Sordariomycetes	Ascomycota	Fungi
752	Retiboletus_ornatipes	Retiboletus	Boletaceae	Boletales	Agaricomycetes	Basidiomycota	Fungi
753	Castanediella_sp	Castanediella	Castanediellaceae	Amphisphaeriales	Sordariomycetes	Ascomycota	Fungi
754	Ascobolus_sp	Ascobolus	Ascobolaceae	Pezizales	Pezizomycetes	Ascomycota	Fungi
755	Ascocoryne_sp	Ascocoryne	Gelatinodiscaceae	Helotiales	Leotiomycetes	Ascomycota	Fungi
756	Truncatella_angustata	Truncatella	Sporocadaceae	Amphisphaeriales	Sordariomycetes	Ascomycota	Fungi
757	Polyscytalum_sp	Polyscytalum	Xylariales_fam_Incertae_sedis	Xylariales	Sordariomycetes	Ascomycota	Fungi
758	Callistosporium_sp	Callistosporium	Callistosporiaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
759	Septoglomus_sp	Septoglomus	Glomeraceae	Glomerales	Glomeromycetes	Glomeromycota	Fungi
760	Paurocotylis_patagonica	Paurocotylis	Tarzettaceae	Pezizales	Pezizomycetes	Ascomycota	Fungi
761	Beltraniaceae_sp	Beltraniaceae_gen_Incertae_sedis	Beltraniaceae	Amphisphaeriales	Sordariomycetes	Ascomycota	Fungi
762	Tumidispora_sp	Tumidispora	Microthyriaceae	Microthyriales	Dothideomycetes	Ascomycota	Fungi
763	Neoleptodontidium_aquaticum	Neoleptodontidium	Xylariales_fam_Incertae_sedis	Xylariales	Sordariomycetes	Ascomycota	Fungi
764	Zasmidium_nocoxi	Zasmidium	Mycosphaerellaceae	Mycosphaerellales	Dothideomycetes	Ascomycota	Fungi
765	Xerula_strigosa	Xerula	Physalacriaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
766	Lactifluus_gerardii	Lactifluus	Russulaceae	Russulales	Agaricomycetes	Basidiomycota	Fungi
767	Phaeohelotium_sp	Phaeohelotium	Helotiaceae	Helotiales	Leotiomycetes	Ascomycota	Fungi
768	Ramalina_hyrcana	Ramalina	Ramalinaceae	Lecanorales	Lecanoromycetes	Ascomycota	Fungi
769	Tetrapisispora_iriomotensis	Tetrapisispora	Saccharomycetaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi
770	Otidea_onotica	Otidea	Pyronemataceae	Pezizales	Pezizomycetes	Ascomycota	Fungi
771	Sugiyamaella_sp	Sugiyamaella	Trichomonascaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi
772	Lactifluus_volemus	Lactifluus	Russulaceae	Russulales	Agaricomycetes	Basidiomycota	Fungi
773	Cantharellaceae_sp	Cantharellaceae_gen_Incertae_sedis	Cantharellaceae	Cantharellales	Agaricomycetes	Basidiomycota	Fungi
774	Favolus_tenuiculus	Favolus	Polyporaceae	Polyporales	Agaricomycetes	Basidiomycota	Fungi
775	Kabatiella_sp	Kabatiella	Saccotheciaceae	Dothideales	Dothideomycetes	Ascomycota	Fungi
776	Lactifluus_pallidilamellatus	Lactifluus	Russulaceae	Russulales	Agaricomycetes	Basidiomycota	Fungi
777	Septobasidium_sp	Septobasidium	Septobasidiaceae	Septobasidiales	Pucciniomycetes	Basidiomycota	Fungi
778	Phaeosclera_sp	Phaeosclera	Dothideomycetes_fam_Incertae_sedis	Dothideomycetes_ord_Incertae_sedis	Dothideomycetes	Ascomycota	Fungi
779	Pachyphlodes_sp	Pachyphlodes	Pezizaceae	Pezizales	Pezizomycetes	Ascomycota	Fungi
780	Graphium_sp	Graphium	Graphiaceae	Microascales	Sordariomycetes	Ascomycota	Fungi
781	Neostictis_nigricans	Neostictis	Stictidaceae	Ostropales	Lecanoromycetes	Ascomycota	Fungi
782	Inonotus_niveomarginatus	Inonotus	Hymenochaetaceae	Hymenochaetales	Agaricomycetes	Basidiomycota	Fungi
783	Hydnellum_scrobiculatum	Hydnellum	Bankeraceae	Thelephorales	Agaricomycetes	Basidiomycota	Fungi
784	Puiggariella_confluens	Puiggariella	Strigulaceae	Strigulales	Dothideomycetes	Ascomycota	Fungi
785	Melampsora_epitea	Melampsora	Melampsoraceae	Pucciniales	Pucciniomycetes	Basidiomycota	Fungi
786	Rhinocladiella_sp	Rhinocladiella	Herpotrichiellaceae	Chaetothyriales	Eurotiomycetes	Ascomycota	Fungi
787	Simplicillium_minatense	Simplicillium	Cordycipitaceae	Hypocreales	Sordariomycetes	Ascomycota	Fungi
788	Clavulina_rugosa	Clavulina	Hydnaceae	Cantharellales	Agaricomycetes	Basidiomycota	Fungi
789	Melampsora_abietis-canadensis	Melampsora	Melampsoraceae	Pucciniales	Pucciniomycetes	Basidiomycota	Fungi
790	Simplicillium_sp	Simplicillium	Cordycipitaceae	Hypocreales	Sordariomycetes	Ascomycota	Fungi
791	Gyalecta_flotowii	Gyalecta	Gyalectaceae	Gyalectales	Lecanoromycetes	Ascomycota	Fungi
792	Inocybe_grammata	Inocybe	Inocybaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
793	Russula_maguanensis	Russula	Russulaceae	Russulales	Agaricomycetes	Basidiomycota	Fungi
794	Drepanopeziza_sp	Drepanopeziza	Drepanopezizaceae	Helotiales	Leotiomycetes	Ascomycota	Fungi
795	Blumeriella_jaapii	Blumeriella	Drepanopezizaceae	Helotiales	Leotiomycetes	Ascomycota	Fungi
796	Archaeorhizomycetales_sp	Archaeorhizomycetales_gen_Incertae_sedis	Archaeorhizomycetales_fam_Incertae_sedis	Archaeorhizomycetales	Archaeorhizomycetes	Ascomycota	Fungi
797	Neofusicoccum_sp	Neofusicoccum	Botryosphaeriaceae	Botryosphaeriales	Dothideomycetes	Ascomycota	Fungi
798	Nanoglomus_sp	Nanoglomus	Glomeraceae	Glomerales	Glomeromycetes	Glomeromycota	Fungi
799	Endomelanconiopsis_microspora	Endomelanconiopsis	Botryosphaeriaceae	Botryosphaeriales	Dothideomycetes	Ascomycota	Fungi
800	Penicillium_bissettii	Penicillium	Aspergillaceae	Eurotiales	Eurotiomycetes	Ascomycota	Fungi
801	Cystostereaceae_sp	Cystostereaceae_gen_Incertae_sedis	Cystostereaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
802	Ramaria_violacea	Ramaria	Gomphaceae	Gomphales	Agaricomycetes	Basidiomycota	Fungi
803	Lobulomycetales_sp	Lobulomycetales_gen_Incertae_sedis	Lobulomycetales_fam_Incertae_sedis	Lobulomycetales	Lobulomycetes	Chytridiomycota	Fungi
804	Endomelanconiopsis_sp	Endomelanconiopsis	Botryosphaeriaceae	Botryosphaeriales	Dothideomycetes	Ascomycota	Fungi
805	Ascodesmidaceae_sp	Ascodesmidaceae_gen_Incertae_sedis	Ascodesmidaceae	Pezizales	Pezizomycetes	Ascomycota	Fungi
806	Ogataea_sp	Ogataea	Pichiaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi
807	Verpa_conica	Verpa	Morchellaceae	Pezizales	Pezizomycetes	Ascomycota	Fungi
808	Cortinarius_sp	Cortinarius	Cortinariaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
809	Amphisphaeria_sp	Amphisphaeria	Amphisphaeriaceae	Amphisphaeriales	Sordariomycetes	Ascomycota	Fungi
810	Hawksworthiomyces_sp	Hawksworthiomyces	Ophiostomataceae	Ophiostomatales	Sordariomycetes	Ascomycota	Fungi
811	Glomus_versiforme	Glomus	Glomeraceae	Glomerales	Glomeromycetes	Glomeromycota	Fungi
812	Diversispora_marina	Diversispora	Diversisporaceae	Diversisporales	Glomeromycetes	Glomeromycota	Fungi
813	Ascosphaera_sp	Ascosphaera	Ascosphaeraceae	Ascosphaerales	Eurotiomycetes	Ascomycota	Fungi
814	Trapelia_thieleana	Trapelia	Trapeliaceae	Baeomycetales	Lecanoromycetes	Ascomycota	Fungi
815	Trapelia_lilacea	Trapelia	Trapeliaceae	Baeomycetales	Lecanoromycetes	Ascomycota	Fungi
816	Xylographa_rubescens	Xylographa	Xylographaceae	Baeomycetales	Lecanoromycetes	Ascomycota	Fungi
817	Trapelia_placodioides	Trapelia	Trapeliaceae	Baeomycetales	Lecanoromycetes	Ascomycota	Fungi
818	Trapelia_atrocarpa	Trapelia	Trapeliaceae	Baeomycetales	Lecanoromycetes	Ascomycota	Fungi
819	Ilyonectria_sp	Ilyonectria	Nectriaceae	Hypocreales	Sordariomycetes	Ascomycota	Fungi
820	Xylographa_trunciseda	Xylographa	Xylographaceae	Baeomycetales	Lecanoromycetes	Ascomycota	Fungi
821	Peltula_confusa	Peltula	Peltulaceae	Lichinales	Lichinomycetes	Ascomycota	Fungi
822	Xylographa_hians	Xylographa	Xylographaceae	Baeomycetales	Lecanoromycetes	Ascomycota	Fungi
823	Pseudographis_pinicola	Pseudographis	Rhytismataceae	Rhytismatales	Leotiomycetes	Ascomycota	Fungi
824	Trapeliopsis_californica	Trapeliopsis	Trapeliaceae	Baeomycetales	Lecanoromycetes	Ascomycota	Fungi
825	Tricharina_gilva	Tricharina	Pyronemataceae	Pezizales	Pezizomycetes	Ascomycota	Fungi
826	Trapeliopsis_viridescens	Trapeliopsis	Trapeliaceae	Baeomycetales	Lecanoromycetes	Ascomycota	Fungi
827	Tricharina_sp	Tricharina	Pyronemataceae	Pezizales	Pezizomycetes	Ascomycota	Fungi
828	Tricharina_hiemalis	Tricharina	Pyronemataceae	Pezizales	Pezizomycetes	Ascomycota	Fungi
829	Lambiella_aliphatica	Lambiella	Xylographaceae	Baeomycetales	Lecanoromycetes	Ascomycota	Fungi
830	Trapeliopsis_sp	Trapeliopsis	Trapeliaceae	Baeomycetales	Lecanoromycetes	Ascomycota	Fungi
831	Tricharina_ochroleuca	Tricharina	Pyronemataceae	Pezizales	Pezizomycetes	Ascomycota	Fungi
832	Tricharina_tophiseda	Tricharina	Pyronemataceae	Pezizales	Pezizomycetes	Ascomycota	Fungi
833	Lambiella_globulosa	Lambiella	Xylographaceae	Baeomycetales	Lecanoromycetes	Ascomycota	Fungi
834	Xylographa_difformis	Xylographa	Xylographaceae	Baeomycetales	Lecanoromycetes	Ascomycota	Fungi
835	Trapelia_elacista	Trapelia	Trapeliaceae	Baeomycetales	Lecanoromycetes	Ascomycota	Fungi
836	Fellhanera_gyrophorica	Fellhanera	Pilocarpaceae	Lecanorales	Lecanoromycetes	Ascomycota	Fungi
837	Neoroussoella_heveae	Neoroussoella	Roussoellaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi
838	Coniochaeta_sp	Coniochaeta	Coniochaetaceae	Coniochaetales	Sordariomycetes	Ascomycota	Fungi
839	Tylopilus_sp	Tylopilus	Boletaceae	Boletales	Agaricomycetes	Basidiomycota	Fungi
840	Diversispora_sp	Diversispora	Diversisporaceae	Diversisporales	Glomeromycetes	Glomeromycota	Fungi
841	Diversispora_aurantia	Diversispora	Diversisporaceae	Diversisporales	Glomeromycetes	Glomeromycota	Fungi
842	Stereocaulon_alpinum	Stereocaulon	Cladoniaceae	Lecanorales	Lecanoromycetes	Ascomycota	Fungi
843	Lactarius_dicymbophilus	Lactarius	Russulaceae	Russulales	Agaricomycetes	Basidiomycota	Fungi
844	Lactarius_sp	Lactarius	Russulaceae	Russulales	Agaricomycetes	Basidiomycota	Fungi
845	Lactarius_nigricans	Lactarius	Russulaceae	Russulales	Agaricomycetes	Basidiomycota	Fungi
846	Lactarius_trichodermoides	Lactarius	Russulaceae	Russulales	Agaricomycetes	Basidiomycota	Fungi
847	Valsonectria_portsmouthensis	Valsonectria	Bionectriaceae	Hypocreales	Sordariomycetes	Ascomycota	Fungi
848	Cladobotryum_cubitense	Cladobotryum	Hypocreaceae	Hypocreales	Sordariomycetes	Ascomycota	Fungi
849	Acremonium_hyalinulum	Acremonium	Bionectriaceae	Hypocreales	Sordariomycetes	Ascomycota	Fungi
850	Diversispora_eburnea	Diversispora	Diversisporaceae	Diversisporales	Glomeromycetes	Glomeromycota	Fungi
851	Lactarius_lignyotus	Lactarius	Russulaceae	Russulales	Agaricomycetes	Basidiomycota	Fungi
852	Diversispora_epigaea	Diversispora	Diversisporaceae	Diversisporales	Glomeromycetes	Glomeromycota	Fungi
853	Thelephora_sp	Thelephora	Thelephoraceae	Thelephorales	Agaricomycetes	Basidiomycota	Fungi
854	Pannaria_lurida	Pannaria	Pannariaceae	Peltigerales	Lecanoromycetes	Ascomycota	Fungi
855	Hongkongmyces_kokensis	Hongkongmyces	Lindgomycetaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi
856	Xylobolus_austrosinensis	Xylobolus	Stereaceae	Russulales	Agaricomycetes	Basidiomycota	Fungi
857	Annulohypoxylon_sp	Annulohypoxylon	Hypoxylaceae	Xylariales	Sordariomycetes	Ascomycota	Fungi
858	Infundibulicybe_sp	Infundibulicybe	Agaricales_fam_Incertae_sedis	Agaricales	Agaricomycetes	Basidiomycota	Fungi
859	Neopaxillus_sp	Neopaxillus	Crepidotaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
860	Xylobolus_subpileatus	Xylobolus	Stereaceae	Russulales	Agaricomycetes	Basidiomycota	Fungi
861	Simplicillium_subtropicum	Simplicillium	Cordycipitaceae	Hypocreales	Sordariomycetes	Ascomycota	Fungi
862	Trapelia_collaris	Trapelia	Trapeliaceae	Baeomycetales	Lecanoromycetes	Ascomycota	Fungi
863	Tubakiaceae_sp	Tubakiaceae_gen_Incertae_sedis	Tubakiaceae	Diaporthales	Sordariomycetes	Ascomycota	Fungi
864	Camarophyllus_sp	Camarophyllus	Hygrophoraceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
865	Franwilsia_kilcundaensis	Franwilsia	Teloschistaceae	Teloschistales	Lecanoromycetes	Ascomycota	Fungi
866	Lichtheimia_hyalospora	Lichtheimia	Lichtheimiaceae	Mucorales	Mucoromycetes	Mucoromycota	Fungi
867	Cantharellales_sp	Cantharellales_gen_Incertae_sedis	Cantharellales_fam_Incertae_sedis	Cantharellales	Agaricomycetes	Basidiomycota	Fungi
868	Antarctomyces_psychrotrophicus	Antarctomyces	Thelebolaceae	Thelebolales	Leotiomycetes	Ascomycota	Fungi
869	Craterellus_foetidus	Craterellus	Cantharellaceae	Cantharellales	Agaricomycetes	Basidiomycota	Fungi
870	Sigarispora_arundinis	Sigarispora	Lophiostomataceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi
871	Leucopaxillus_sp	Leucopaxillus	Tricholomataceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
872	Grosmannia_curvispora	Grosmannia	Ophiostomataceae	Ophiostomatales	Sordariomycetes	Ascomycota	Fungi
873	Hygrocybe_minutula	Hygrocybe	Hygrophoraceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
874	Leucoagaricus_sp	Leucoagaricus	Agaricaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
875	Termitomyces_microcarpus	Termitomyces	Lyophyllaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
876	Hysteropatella_prostii	Hysteropatella	Patellariaceae	Patellariales	Dothideomycetes	Ascomycota	Fungi
877	Hysteropatella_elliptica	Hysteropatella	Patellariaceae	Patellariales	Dothideomycetes	Ascomycota	Fungi
878	Pluteus_decoloratus	Pluteus	Pluteaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
879	Pluteus_millsii	Pluteus	Pluteaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
880	Pluteus_necopinatus	Pluteus	Pluteaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
881	Flabellascoma_sp	Flabellascoma	Lophiostomataceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi
882	Dermatocarpon_luridum_var._xerophilum	Dermatocarpon	Verrucariaceae	Verrucariales	Eurotiomycetes	Ascomycota	Fungi
883	Phialemonium_sp	Phialemonium	Cephalothecaceae	Cephalothecales	Sordariomycetes	Ascomycota	Fungi
884	Cephalothecaceae_sp	Cephalothecaceae_gen_Incertae_sedis	Cephalothecaceae	Cephalothecales	Sordariomycetes	Ascomycota	Fungi
885	Trichothallus_niger	Trichothallus	Euantennariaceae	Capnodiales	Dothideomycetes	Ascomycota	Fungi
886	Verrucariaceae_sp	Verrucariaceae_gen_Incertae_sedis	Verrucariaceae	Verrucariales	Eurotiomycetes	Ascomycota	Fungi
887	Sterigmatobotrys_macrocarpa	Sterigmatobotrys	Pleurotheciaceae	Pleurotheciales	Sordariomycetes	Ascomycota	Fungi
888	Dermatocarpon_taminium	Dermatocarpon	Verrucariaceae	Verrucariales	Eurotiomycetes	Ascomycota	Fungi
889	Pseudochaetosphaeronema_sp	Pseudochaetosphaeronema	Macrodiplodiopsidaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi
890	Protoparmelia_orientalis	Protoparmelia	Parmeliaceae	Lecanorales	Lecanoromycetes	Ascomycota	Fungi
891	Grifola_frondosa	Grifola	Grifolaceae	Polyporales	Agaricomycetes	Basidiomycota	Fungi
892	Myriogenospora_atramentosa	Myriogenospora	Clavicipitaceae	Hypocreales	Sordariomycetes	Ascomycota	Fungi
893	Termitomyces_sp	Termitomyces	Lyophyllaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
894	Gymnopus_sp	Gymnopus	Omphalotaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
895	Amandinea_latemarginata	Amandinea	Caliciaceae	Caliciales	Lecanoromycetes	Ascomycota	Fungi
896	Entoloma_poliopus	Entoloma	Entolomataceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
897	Dimelaena_oreina	Dimelaena	Caliciaceae	Caliciales	Lecanoromycetes	Ascomycota	Fungi
898	Chroogomphus_sp	Chroogomphus	Gomphidiaceae	Boletales	Agaricomycetes	Basidiomycota	Fungi
899	Aspergillus_aureolatus	Aspergillus	Aspergillaceae	Eurotiales	Eurotiomycetes	Ascomycota	Fungi
900	Caloplaca_epibrya	Caloplaca	Teloschistaceae	Teloschistales	Lecanoromycetes	Ascomycota	Fungi
901	Caloplaca_subpyracea	Caloplaca	Teloschistaceae	Teloschistales	Lecanoromycetes	Ascomycota	Fungi
902	Russula_densifolia	Russula	Russulaceae	Russulales	Agaricomycetes	Basidiomycota	Fungi
903	Rhizopogon_sp	Rhizopogon	Rhizopogonaceae	Boletales	Agaricomycetes	Basidiomycota	Fungi
904	Astraeus_sp	Astraeus	Diplocystidiaceae	Boletales	Agaricomycetes	Basidiomycota	Fungi
905	Starmerella_sp	Starmerella	Trichomonascaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi
906	Placidiopsis_custnani	Placidiopsis	Verrucariaceae	Verrucariales	Eurotiomycetes	Ascomycota	Fungi
907	Skvortzovia_pinicola	Skvortzovia	Hymenochaetales_fam_Incertae_sedis	Hymenochaetales	Agaricomycetes	Basidiomycota	Fungi
908	Catapyrenium_daedaleum	Catapyrenium	Verrucariaceae	Verrucariales	Eurotiomycetes	Ascomycota	Fungi
909	Trochila_sp	Trochila	Cenangiaceae	Helotiales	Leotiomycetes	Ascomycota	Fungi
910	Catapyrenium_cinereum	Catapyrenium	Verrucariaceae	Verrucariales	Eurotiomycetes	Ascomycota	Fungi
911	Pseudodactylaria_sp	Pseudodactylaria	Pseudodactylariaceae	Pseudodactylariales	Sordariomycetes	Ascomycota	Fungi
912	Catapyrenium_exaratum	Catapyrenium	Verrucariaceae	Verrucariales	Eurotiomycetes	Ascomycota	Fungi
913	Metarhizium_huainamdangense	Metarhizium	Clavicipitaceae	Hypocreales	Sordariomycetes	Ascomycota	Fungi
914	Annulatascales_sp	Annulatascales_gen_Incertae_sedis	Annulatascales_fam_Incertae_sedis	Annulatascales	Sordariomycetes	Ascomycota	Fungi
915	Crumenulopsis_sororia	Crumenulopsis	Cenangiaceae	Helotiales	Leotiomycetes	Ascomycota	Fungi
916	Cenangiopsis_quercicola	Cenangiopsis	Cenangiaceae	Helotiales	Leotiomycetes	Ascomycota	Fungi
917	Alternaria_tropaeoli	Alternaria	Pleosporaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi
918	Amanita_spreta	Amanita	Amanitaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
919	Alternaria_carotiincultae	Alternaria	Pleosporaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi
920	Bipolaris_louisemackiae	Bipolaris	Pleosporaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi
921	Gremmeniella_abietina	Gremmeniella	Godroniaceae	Helotiales	Leotiomycetes	Ascomycota	Fungi
922	Alternaria_sp	Alternaria	Pleosporaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi
923	Godronia_cassandrae	Godronia	Godroniaceae	Helotiales	Leotiomycetes	Ascomycota	Fungi
924	Gremmeniella_laricina	Gremmeniella	Godroniaceae	Helotiales	Leotiomycetes	Ascomycota	Fungi
925	Grovesiella_abieticola	Grovesiella	Godroniaceae	Helotiales	Leotiomycetes	Ascomycota	Fungi
926	Alternaria_botrytis	Alternaria	Pleosporaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi
927	Alternaria_atra	Alternaria	Pleosporaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi
928	Scoliciosporum_chlorococcum	Scoliciosporum	Scoliciosporaceae	Lecanorales	Lecanoromycetes	Ascomycota	Fungi
929	Diplotomma_alboatrum	Diplotomma	Caliciaceae	Caliciales	Lecanoromycetes	Ascomycota	Fungi
930	Alternaria_embellisia	Alternaria	Pleosporaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi
931	Lophium_sp	Lophium	Mytilinidiaceae	Mytilinidiales	Dothideomycetes	Ascomycota	Fungi
932	Helicoma_sp	Helicoma	Tubeufiaceae	Tubeufiales	Dothideomycetes	Ascomycota	Fungi
933	Lophium_mytilinum	Lophium	Mytilinidiaceae	Mytilinidiales	Dothideomycetes	Ascomycota	Fungi
934	Leucoagaricus_sardous	Leucoagaricus	Agaricaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi
935	Leccinum_manzanitae	Leccinum	Boletaceae	Boletales	Agaricomycetes	Basidiomycota	Fungi
936	Alternaria_brassicae	Alternaria	Pleosporaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi
937	Porina_sp	Porina	Trichotheliaceae	Gyalectales	Lecanoromycetes	Ascomycota	Fungi
938	Curvularia_cymbopogonis	Curvularia	Pleosporaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi
939	Curvularia_inaequalis	Curvularia	Pleosporaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi
940	Curvularia_heteropogonis	Curvularia	Pleosporaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi
941	Porina_byssophila	Porina	Trichotheliaceae	Gyalectales	Lecanoromycetes	Ascomycota	Fungi
942	Massaria_gigantispora	Massaria	Massariaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi
943	Sphinctrina_turbinata	Sphinctrina	Mycocaliciaceae	Mycocaliciales	Eurotiomycetes	Ascomycota	Fungi
944	Lecanoraceae_sp	Lecanoraceae_gen_Incertae_sedis	Lecanoraceae	Lecanorales	Lecanoromycetes	Ascomycota	Fungi
